,Unnamed: 0,Majority.protein.IDs,Protein.names,Gene.names,L3_4.old.L.OAF,L3_4.old.A.OAF,L3_4.old.P.OAF,L3_4.old.R.OAF,L3_4.old.L.IAF,L3_4.old.R.IAF,L3_4.old.L.IAF_NP,L3_4.old.A.IAF_NP,L3_4.old.P.IAF_NP,L3_4.old.R.IAF_NP,L3_4.old.NP,L3_4.Young.L.OAF,L3_4.young.A.OAF,L3_4.young.P.OAF,L3_4.young.R.OAF,L3_4.young.L.IAF,L3_4.young.R.IAF,L3_4.young.L.IAF_NP,L3_4.young.A.IAF_NP,L3_4.young.P.IAF_NP,L3_4.young.R.IAF_NP,L3_4.young.NP,L4_5.old.L.OAF,L4_5.old.A.OAF,L4_5.old.P.OAF,L4_5.old.R.OAF,L4_5.old.L.IAF,L4_5.old.R.IAF,L4_5.old.L.IAF_NP,L4_5.old.A.IAF_NP,L4_5.old.P.IAF_NP,L4_5.old.R.IAF_NP,L4_5.old.NP,L4_5.young.L.OAF,L4_5.young.A.OAF,L4_5.young.P.OAF,L4_5.young.R.OAF,L4_5.young.L.IAF,L4_5.young.R.IAF,L4_5.young.L.IAF_NP,L4_5.young.A.IAF_NP,L4_5.young.P.IAF_NP,L4_5.young.R.IAF_NP,L4_5.young.NP,L5_S1.old.L.OAF,L5_S1.old.A.OAF,L5_S1.old.P.OAF,L5_S1.old.R.OAF,L5_S1.old.L.IAF,L5_S1.old.R.IAF,L5_S1.old.L.IAF_NP,L5_S1.old.A.IAF_NP,L5_S1.old.P.IAF_NP,L5_S1.old.R.IAF_NP,L5_S1.old.NP,L5_S1.young.L.OAF,L5_S1.young.A.OAF,L5_S1.young.P.OAF,L5_S1.young.R.OAF,L5_S1.young.L.IAF,L5_S1.young.R.IAF,L5_S1.young.L.IAF_NP,L5_S1.young.A.IAF_NP,L5_S1.young.P.IAF_NP,L5_S1.young.R.IAF_NP,L5_S1.young.NP,Type
1530,1531,P01116,"GTPase KRas;GTPase KRas, N-terminally processed",KRAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.9257,,,,,,,,nonMatrisome
1531,1532,P04264,"Keratin, type II cytoskeletal 1",KRT1,28.9771,28.5094,30.4172,30.7212,31.9016,29.607,27.6703,30.0515,29.6154,30.6755,26.3254,29.5788,30.1953,36.009,33.789,30.7235,34.6938,30.1102,30.9766,31.3579,31.3853,31.0241,30.2863,31.2057,29.189,27.6923,29.855,28.0119,29.6347,30.3418,27.9906,28.7636,29.0445,29.3673,30.2581,31.2518,29.7554,30.0795,28.1312,28.7067,30.4247,30.4267,29.2805,30.6155,30.1527,31.4793,29.4839,32.0072,30.8924,31.4313,31.7666,32.8523,30.6344,30.8815,30.3939,29.8087,30.8572,31.4365,30.3449,31.296,31.1057,30.9701,30.3583,31.6401,29.9177,30.9732,nonMatrisome
1532,1533,CON__P13645;P13645,"Keratin, type I cytoskeletal 10",KRT10,29.0148,27.1175,31.1155,29.4012,32.92,28.4176,26.9749,27.7379,28.7486,28.4362,27.3526,28.03,28.8984,33.3561,31.5554,28.9722,32.9542,28.9164,29.18,29.855,30.5409,29.6021,30.0173,30.019000000000002,27.6239,28.4501,28.2267,27.6113,28.3695,30.1177,24.8258,27.8918,26.9664,28.6273,29.569000000000003,29.3133,28.4934,28.7308,28.489,25.7253,28.3424,29.2306,27.8515,29.7972,29.8719,28.5659,28.1811,30.8778,28.738000000000003,31.7714,31.34,33.562,28.9867,31.611,29.9083,28.776,29.5982,30.1567,30.07,29.2354,28.5607,29.1729,28.283,31.1428,28.1291,31.2907,nonMatrisome
1533,1534,CON__Q99456;Q99456,"Keratin, type I cytoskeletal 12",KRT12,27.0247,,,26.2155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonMatrisome
1534,1535,CON__ENSEMBL:ENSP00000377550;P13646;CON__P13646-1,"Keratin, type I cytoskeletal 13",KRT13,,,,,,,,,,,,,,,,,,,,26.6742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonMatrisome
1535,1536,CON__P02533;P02533,"Keratin, type I cytoskeletal 14",KRT14,26.0207,23.1589,,25.2531,29.3295,24.7256,,26.3108,24.8273,26.3858,25.2862,,,31.7876,29.5468,29.7294,29.8002,28.9111,28.6396,29.6037,27.8863,29.2569,24.3772,25.848000000000003,,,,,24.6693,23.7946,25.2197,24.962,,25.0327,25.7667,,28.1294,27.392,,28.4659,29.1944,29.9825,30.2547,30.215999999999998,,26.4582,27.5931,29.1562,,26.8666,27.0577,29.1561,28.2226,,26.3757,26.5494,,27.8516,,29.2242,28.25,27.3654,30.3652,30.15,29.2605,28.3879,nonMatrisome
1536,1537,CON__P08779;P08779,"Keratin, type I cytoskeletal 16",KRT16,24.8881,,,,26.5399,,,26.0942,26.8873,,,,,28.9969,27.0855,,28.5684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.6956,,26.1821,,,26.413,26.7278,,27.2511,,,,27.0756,,,,,,,,,nonMatrisome
1537,1538,CON__Q04695;Q04695,"Keratin, type I cytoskeletal 17",KRT17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.5141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonMatrisome
1538,1539,P05783,"Keratin, type I cytoskeletal 18",KRT18,,,,,,,,,28.1528,27.799,,28.0837,,,,28.1267,,30.2902,,27.171,27.4232,29.5149,25.9117,26.1887,,,,,26.8281,,,,,,,,27.059,28.2361,,27.2982,,26.8452,28.3815,27.5406,27.4907,,27.4901,,28.7596,26.6717,30.1967,,26.798000000000002,29.3982,27.1747,27.3884,26.7612,,,27.5284,,29.5609,27.9701,,,29.0287,nonMatrisome
1539,1540,CON__P08727;P08727,"Keratin, type I cytoskeletal 19",KRT19,21.4378,22.9238,26.1808,22.8487,,,23.405,,24.8777,23.0351,23.5422,23.17,25.825,23.6885,25.5001,32.8172,27.145,33.5658,29.7041,31.904,31.1366,33.585,23.1102,24.4537,,,23.7237,,21.2777,,,23.2247,26.5312,,22.003,27.6873,24.6626,27.9288,24.8242,30.0322,29.6744,30.6474,30.3225,31.569000000000003,22.4891,24.6216,24.7742,22.6209,,27.1617,26.1754,22.4442,26.837,26.0185,,27.0591,27.7992,25.7943,22.8631,23.4241,27.7544,29.1873,32.4705,32.2892,30.9487,31.495,nonMatrisome
1540,1541,CON__P35908,"Keratin, type II cytoskeletal 2 epidermal",KRT2,26.2184,26.2997,28.4742,27.8696,32.4434,27.4406,26.178,26.6481,26.0047,28.4862,25.0717,26.0981,27.0995,32.9093,31.0583,28.1753,31.814,27.8757,28.2212,27.7554,29.1313,27.7904,28.8574,28.7339,27.8062,24.7618,27.4123,,26.3092,28.4066,,26.2568,26.4152,28.5516,28.4231,24.906999999999996,23.6601,26.8246,24.4571,23.9034,26.4328,28.9731,25.5132,26.8062,27.9334,27.3876,24.5678,27.705,25.5008,29.0685,29.5705,31.1508,26.1951,28.4132,28.1979,27.5653,26.9748,28.455,27.7085,29.1271,29.4697,28.0539,27.4651,30.1921,26.6158,28.4021,nonMatrisome
1541,1542,CON__Q9C075;Q9C075,"Keratin, type I cytoskeletal 23",KRT23,,,,,,,,,,,,,,24.929000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonMatrisome
1542,1543,CON__P19013;P19013,"Keratin, type II cytoskeletal 4",KRT4,,,,,,,,,,,,,,,,,,,,,,,,,22.3437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonMatrisome
1543,1544,CON__P13647;P13647,"Keratin, type II cytoskeletal 5",KRT5,21.6621,21.3687,24.3919,,26.2372,,,25.6999,25.7864,24.364,21.0757,22.0322,21.0137,33.73,29.7781,25.0443,30.5172,,,26.3077,,24.8543,21.9719,22.5521,22.7331,23.0574,,,,,20.9652,21.6946,,,,,,,24.0839,22.5408,,22.5145,23.3553,,24.444000000000003,,,23.8883,24.3737,,,27.5118,,22.4485,,,,23.9689,,23.3081,22.712,,,23.3312,23.5934,24.1566,nonMatrisome
1544,1545,CON__P02538;P02538,"Keratin, type II cytoskeletal 6A",KRT6A,,,,,,,,,,,,,,29.8517,28.0105,,28.5512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonMatrisome
1545,1546,CON__P04259,"Keratin, type II cytoskeletal 6B",KRT6B,,,,,,,,,,,,,,28.9492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonMatrisome
1546,1547,CON__P48668;P48668,"Keratin, type II cytoskeletal 6C",KRT6C,24.958000000000002,,,24.2374,26.8546,,25.8639,25.7021,26.1163,25.8398,25.9483,,,31.8382,28.3684,27.7855,29.4789,27.1645,,,26.3194,,23.3565,,,,,,26.3775,,,,,,,,24.6337,,,,,,,,,,,27.978,,26.1894,27.0168,27.0893,,,,,,24.8338,,,,,27.6651,,24.7073,,nonMatrisome
1547,1548,CON__Q32MB2;Q86Y46;CON__Q3SY84;CON__Q7RTS7;Q3SY84;Q7RTS7,"Keratin, type II cytoskeletal 73;Keratin, type II cytoskeletal 71;Keratin, type II cytoskeletal 74",KRT73;KRT71;KRT74,,,,,22.4978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548,1549,CON__Q8N1N4-2;CON__Q7RTT2;Q8N1N4,"Keratin, type II cytoskeletal 78",KRT78,,,,,,,,,,,,,,,,,24.3753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonMatrisome
1549,1550,CON__Q8VED5,,Krt79,,,,,,,,,,,,,,,,,,,,,,,24.0596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonMatrisome
1550,1551,CON__P05787;P05787,"Keratin, type II cytoskeletal 8",KRT8,23.9408,23.6702,24.0713,24.3458,24.459,23.7281,24.3527,26.0247,28.2943,,22.9391,25.1324,20.9794,25.9072,,32.9195,28.8732,32.8882,30.0842,32.2683,31.474,33.2822,23.4397,25.6271,26.2074,,21.4508,,24.9227,,27.0394,27.5766,27.0092,24.3431,27.3902,25.4297,,29.3647,24.5536,31.186999999999998,30.9043,31.7622,31.1873,32.47,25.9966,22.8592,21.7979,24.0051,28.6064,25.4732,26.3085,22.5219,27.8638,24.9822,28.3393,24.2231,26.941,24.686999999999998,26.8606,28.6134,28.9197,30.6692,32.1658,32.5966,31.1777,30.8274,nonMatrisome
1551,1552,P35527;CON__P35527,"Keratin, type I cytoskeletal 9",KRT9,26.1431,26.9788,27.6079,28.98,30.4426,28.1153,25.1898,27.4658,26.7322,28.8023,24.8524,27.3535,29.5926,35.5099,33.398,29.7994,33.1207,27.0332,29.6251,30.4528,29.9609,30.2536,29.2699,29.2339,25.7524,,28.1422,,27.6625,27.9353,25.4794,,25.3276,24.2061,27.4545,26.5812,25.0386,,27.2772,25.2625,27.6353,25.3759,24.8172,29.0054,27.874000000000002,30.4255,25.6998,30.7568,29.1436,28.7818,30.343000000000004,30.2508,28.1714,27.6542,29.1765,27.8321,28.4135,29.5714,28.8496,28.2907,28.893,29.1249,29.5306,30.1162,28.6414,29.4896,nonMatrisome
1552,1553,P60985,Keratinocyte differentiation-associated protein,KRTDAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8352,,,,,,,,,,,,,,,,,,,,,,,nonMatrisome
1553,1554,Q86UP2,Kinectin,KTN1,25.8215,25.7489,,27.4811,24.8813,,,,,,,,,,,,,,,,,,25.2716,,,,,,,,,,,,,,,,,,,,,,,,,26.1987,,,,,,,,24.4795,25.4092,,,,,,,,,,nonMatrisome
1554,1555,Q96EM0,Trans-3-hydroxy-L-proline dehydratase,L3HYPDH,,23.5917,,23.9453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonMatrisome
1555,1556,P83111,"Serine beta-lactamase-like protein LACTB, mitochondrial",LACTB,,,26.2038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonMatrisome
1556,1557,P18627,Lymphocyte activation gene 3 protein,LAG3,,,,,,24.2736,23.7578,,26.8281,27.0388,23.0437,,,,,,,,,,,,,,,,,,24.9624,,,,,,,,,25.8742,,,,,,,24.3819,,25.6657,,25.826999999999998,,,,,,,,,,,,,,,,,,nonMatrisome
1557,1558,P24043,Laminin subunit alpha-2,LAMA2,30.1483,29.5025,24.0988,29.8305,26.2224,25.2933,26.2143,,23.8648,,23.6709,26.8509,28.0089,26.4462,28.1243,,,23.2307,25.3782,25.0444,,,23.9506,24.12,24.9615,,,25.7417,24.5796,26.1288,25.99,24.715,,29.3008,26.5069,,27.115,,24.9686,,,,,,25.6005,25.8544,25.4144,25.5981,,,,24.6941,,,24.5985,26.8886,28.4847,26.5001,25.6646,,,23.9653,,,,,NABA_ECM_GLYCOPROTEINS
1558,1559,Q16363,Laminin subunit alpha-4,LAMA4,30.8492,31.2265,,29.8013,26.0558,25.0387,22.8026,24.2593,22.1005,23.2389,23.4851,29.2987,28.5442,26.7764,30.2929,23.9104,,24.4439,26.148000000000003,,25.9211,23.02,29.029,25.065,25.2415,25.9264,24.8352,,24.6329,23.4635,22.8809,,24.4953,29.7642,28.2383,,29.8845,,25.6812,25.3319,24.9532,,26.2277,27.0325,25.861,26.9926,23.7564,29.4224,,,,24.6344,26.2464,25.6965,25.3105,30.7864,29.0835,28.4496,26.6922,,23.5287,23.8879,25.5666,,,24.8574,NABA_ECM_GLYCOPROTEINS
1559,1560,O15230,Laminin subunit alpha-5,LAMA5,28.7318,29.3318,26.9441,29.3171,25.7005,26.1724,26.6802,24.2217,24.2649,25.4537,24.791999999999998,28.0031,29.8745,28.1223,29.4028,27.388,25.1179,27.4097,29.168000000000003,28.351,27.3162,27.1634,27.7195,26.4496,26.1508,26.4063,24.9933,,25.3312,,24.4167,,25.9059,29.5724,29.513,,27.4296,27.3027,27.4159,28.3647,28.3479,27.3774,,26.4952,27.0938,27.0739,26.6228,27.8446,26.9668,26.2249,26.1389,25.2856,26.3225,26.3796,26.1332,28.7793,30.214000000000002,28.1739,27.925,28.241,27.2427,28.0584,27.5673,28.4792,28.019000000000002,27.6387,NABA_ECM_GLYCOPROTEINS
1560,1561,P07942,Laminin subunit beta-1,LAMB1,31.1337,30.8603,23.9444,30.6614,26.7239,25.3504,24.8602,25.3466,24.0562,25.6038,23.9502,24.9733,26.5759,28.8103,29.754,23.9058,,24.1106,24.7115,24.5774,24.4278,,29.6453,25.2514,,25.0822,24.6721,,25.0012,24.9152,24.7202,,24.0053,28.3012,24.4681,26.7116,29.4037,,23.4153,,,,,25.3032,25.5725,26.7539,23.7088,29.8357,,,,,,,24.9808,29.7786,27.8729,29.6348,27.4717,25.389,,24.5249,,,,,NABA_ECM_GLYCOPROTEINS
1561,1562,P55268,Laminin subunit beta-2,LAMB2,30.7254,31.0075,25.7566,30.9451,26.5354,24.189,25.2644,25.6681,24.1089,23.721999999999998,23.0073,30.4113,31.1904,29.2353,31.721999999999998,24.7918,23.1451,23.6475,25.8404,21.566,23.2401,23.0322,29.0768,27.5069,23.8326,27.0003,23.3498,23.2121,24.4011,24.5167,24.9581,24.4865,22.9511,32.0605,30.9297,26.0065,32.1087,25.0333,24.6809,23.6939,21.1581,24.2059,25.3921,24.1057,25.6343,28.7376,25.2097,29.7781,24.5144,24.351,25.1675,23.5069,26.3296,,24.7935,31.275,31.6098,29.2007,28.2371,23.7357,,24.6863,22.9495,23.0833,23.7881,24.4319,NABA_ECM_GLYCOPROTEINS
1562,1563,P11047,Laminin subunit gamma-1,LAMC1,31.5779,31.5263,26.8046,31.656999999999996,28.6142,27.1607,25.7468,25.9227,26.4863,25.1891,25.3366,30.2005,31.1341,29.9495,32.0683,24.9914,23.9668,25.8323,22.2878,23.6065,24.8309,25.3483,30.2415,27.8067,27.3261,26.374000000000002,24.0014,24.4654,25.4814,22.3479,26.4978,23.6229,26.5976,32.1669,30.7734,26.4178,32.0632,25.296,21.8764,,23.0409,23.576,25.5286,22.9387,25.7724,29.6688,28.0461,31.3574,26.1469,25.7456,25.0147,24.171999999999997,26.9606,23.7111,24.9841,32.1071,32.1479,30.7765,29.3742,,,24.2577,24.3894,22.6839,25.7677,23.0325,NABA_ECM_GLYCOPROTEINS
1563,1564,P11279,Lysosome-associated membrane glycoprotein 1,LAMP1,26.6091,26.8809,,25.6527,,,,,,,,,,,,25.8245,,,,,26.000999999999998,26.8683,26.0042,25.5712,,,,,,,,,,26.2752,26.1121,,26.0785,,,,,,,25.8029,,26.6041,,26.7009,,,,,,,,,26.2728,26.6153,,,,,,,,,nonMatrisome
1564,1565,P13473,Lysosome-associated membrane glycoprotein 2,LAMP2,26.1497,27.1974,,26.1865,,,,,,,,,,,,,,,,,,,25.059,23.808000000000003,,23.5897,23.7161,,23.8041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonMatrisome
1565,1566,Q9UHA4,Ragulator complex protein LAMTOR3,LAMTOR3,23.5544,24.2095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonMatrisome
1566,1567,Q0VGL1,"Ragulator complex protein LAMTOR4;Ragulator complex protein LAMTOR4, N-terminally processed",LAMTOR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.3442,,,,,,,,,,,,,,,,,,,nonMatrisome
1567,1568,O43504,Ragulator complex protein LAMTOR5,LAMTOR5,,25.0362,,23.785999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.2948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonMatrisome
1568,1569,O43813,LanC-like protein 1,LANCL1,,,,,,,,,,,,,,27.5829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.6053,,,,,,,,,,,,,,,,,,,,,,nonMatrisome
1569,1570,P28838,Cytosol aminopeptidase,LAP3,28.340999999999998,28.506999999999998,,28.3497,27.8135,26.9974,28.6041,,,,25.0503,,,,,,,,,,27.1147,,26.6978,27.3034,,,,,,28.2269,,,,,,,,,,27.5242,,,,,,,29.6618,27.8998,,,,,,,26.6948,27.2921,26.1091,,26.351,,,,,27.6106,,,nonMatrisome
1570,1571,Q14847,LIM and SH3 domain protein 1,LASP1,23.372,25.0927,,25.6842,,,,,,,,,,23.9445,24.2498,23.5908,,,,,,,25.7753,,,,,,,,,,,27.0838,,,,,,,,,,25.3523,,,,25.9344,,,,,,,,26.2315,25.197,24.6699,,,,,,,,,nonMatrisome
1571,1572,P18428,Lipopolysaccharide-binding protein,LBP,28.0785,29.8872,31.2044,27.0433,30.8555,30.6034,30.8851,31.3678,30.5238,29.6165,31.1812,28.983,26.3482,24.584,,,,,,,,,28.6199,30.3629,30.5528,29.1373,29.8527,26.7784,30.8887,30.4572,31.8646,28.8593,30.9463,26.9084,,,25.9111,,24.1227,,,,23.9407,,25.3773,27.7548,27.3532,28.3743,,,27.2903,26.4114,29.2067,27.057,26.9923,26.0137,25.6773,24.6383,24.2259,,,,,26.214000000000002,,,nonMatrisome
1572,1573,P04180,Phosphatidylcholine-sterol acyltransferase,LCAT,,,27.9326,,27.0573,27.3236,25.6988,26.6761,27.6731,25.6949,27.8242,26.9434,,,,,,,,,25.3524,,,,,,,,27.3738,,28.4976,,28.5794,,,,,,,,,,,,,,25.5725,,,,,,,,,,,,,,,,,,,,nonMatrisome
1573,1574,P80188,Neutrophil gelatinase-associated lipocalin,LCN2,26.7285,26.2036,,27.1988,,,25.2011,,,,24.4495,,24.9496,26.7685,,,,,,,,,25.7772,25.6651,,,,,,,,,,,,,,,,,,,,,26.5139,,,,,,,,,,,25.3078,,,25.9604,,,,,,,,nonMatrisome
1574,1575,P13796,Plastin-2,LCP1,29.7451,30.0177,27.1397,29.5508,24.206999999999997,25.0037,27.1482,25.3303,26.0827,25.9335,26.6962,25.2703,25.8146,,,,,,,,,,27.901,26.6622,28.4449,24.4736,24.1473,,26.5501,25.6854,26.5623,25.0371,25.9634,25.8779,,,,,29.4654,,,,,,28.8576,27.1601,24.6857,28.6158,,,25.1755,25.9462,,25.7966,,28.5981,26.2481,24.9411,29.1313,,27.9874,,26.2604,,,,nonMatrisome
1575,1576,O75112,LIM domain-binding protein 3,LDB3,29.9983,23.0791,,30.9629,22.7668,,23.5721,,25.5008,23.0261,,23.2922,24.3248,24.0741,24.5453,26.826999999999998,,23.5676,24.578000000000003,,,25.0858,22.3958,,,,,,,,,,,28.418000000000003,,,25.746,25.7175,,23.9952,,24.406999999999996,,,,,,,,,,22.6967,,,,23.8105,,,24.3685,,21.8286,,,,,,nonMatrisome
1576,1577,P00338,L-lactate dehydrogenase A chain,LDHA,31.4198,31.5394,31.5139,30.5335,30.7851,31.494,30.4057,31.3067,31.2404,31.1134,30.4179,31.8572,32.4102,32.4467,32.5303,32.1632,31.505,32.5283,31.2863,31.7348,31.7776,32.4566,31.4385,31.6454,31.9351,31.1071,30.9474,30.47,30.3262,30.9353,30.2644,30.7321,29.8014,31.9796,31.7722,32.0846,31.9242,31.1213,31.4128,31.5362,31.6323,31.6039,32.0324,31.7835,32.2515,31.7133,32.1543,31.5475,31.8236,31.4134,31.8098,31.535999999999998,30.9881,30.9391,31.4612,31.6899,31.8846,32.1328,32.5377,31.9033,32.0971,31.4203,31.9928,31.7079,32.4141,31.8439,nonMatrisome
1577,1578,P07195,L-lactate dehydrogenase B chain,LDHB,28.6518,28.7109,26.7793,28.3437,25.2125,25.3631,25.6463,25.4571,,24.4238,,27.5278,28.0462,28.4818,27.9062,27.8526,27.5002,27.9874,28.1509,27.4464,27.2631,25.566999999999997,27.9264,26.5625,28.1097,27.3056,26.6549,25.4242,,,,21.7598,,27.8178,26.7859,,27.4746,27.5051,27.7702,25.1338,,,27.9379,27.142,28.0984,27.7361,27.074,27.9656,27.0428,25.6947,26.5797,27.4317,26.5254,26.3584,25.6816,28.3924,27.8608,28.7655,29.5822,26.9135,27.3752,27.1452,28.3119,26.8328,28.0544,26.9568,nonMatrisome
1578,1579,O75829,Leukocyte cell-derived chemotaxin 1;Chondrosurfactant protein;Chondromodulin-1,LECT1,26.4611,,27.7017,,30.2167,30.3209,28.901,29.8194,28.8862,29.9227,28.1225,32.0766,32.1571,32.2096,30.0643,32.9255,33.3387,32.1989,32.4608,32.056,32.8031,30.8474,30.15,31.2584,29.9628,32.3748,31.5476,30.5972,29.4454,29.7861,28.541,30.531,28.3716,29.159000000000002,32.7651,32.3863,32.0296,34.1095,33.9967,31.9594,32.2059,32.922,33.0818,31.4745,32.4333,32.3664,29.9982,27.8365,31.197,31.4036,31.0458,32.1492,31.1082,30.869,31.3052,30.3977,31.95,32.2663,31.2475,32.1191,30.7259,31.6631,32.5228,30.7745,31.133000000000003,31.6756,nonMatrisome
1579,1580,O14960,Leukocyte cell-derived chemotaxin-2,LECT2,26.4127,,27.3162,,30.9158,28.6014,27.6958,,,28.3526,27.3939,29.7544,31.6172,31.7255,30.5294,32.541,32.3361,32.0962,32.8456,32.7552,34.1223,32.4462,28.7213,29.6081,29.2948,30.1585,29.5011,30.9424,28.0542,28.7539,27.0503,26.8231,,30.7917,31.8637,31.8237,31.2234,31.8362,31.9696,33.7189,29.8183,30.6195,30.2663,32.6683,31.6091,30.587,29.1409,27.0482,30.743000000000002,28.9219,29.1997,31.0373,,26.8202,29.975,29.7314,30.2257,31.4621,31.7916,28.1191,31.8638,31.099,31.1209,31.7118,,32.2969,nonMatrisome
1580,1581,O00292;O75610,Left-right determination factor 2;Left-right determination factor 1,LEFTY2;LEFTY1,25.9363,25.0587,,,24.865,,,,,,,25.5196,24.6488,,,,,,,,,,26.214000000000002,26.2102,,27.186,25.6784,,,,24.6465,,,,24.8277,,,,,,,,,,26.8651,26.4445,24.8065,,,26.5303,,27.4237,,26.3558,26.186999999999998,,24.9456,,,,,,,,,,
1581,1582,Q8NC56,LEM domain-containing protein 2,LEMD2,24.2543,23.9301,,,,,,,,,,,,,,,,,,,,,24.4667,,,,,,,,,,,24.4858,,,,,,,,,,,,,,24.1868,,,,,,,,24.1661,24.2989,,,,,,,,,,nonMatrisome
1582,1583,P41159,Leptin,LEP,,,,,,21.5691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NABA_SECRETED_FACTORS
1583,1584,Q32P28,Prolyl 3-hydroxylase 1,LEPRE1,25.7278,26.9959,,26.0304,24.5733,24.5776,,,25.6946,,24.0936,,,,,26.3526,,,,,,26.0517,26.8463,25.2987,25.0208,,24.84,,25.1382,,24.6255,,,,,,26.3452,,,25.7522,,,26.465,,25.9368,25.1759,26.8601,25.2462,25.0322,,25.7082,27.0224,25.9369,,24.824,,,,,,,25.6145,26.7023,26.5655,,,nonMatrisome
1584,1585,Q8IVL6,Prolyl 3-hydroxylase 3,LEPREL2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.4914,,,,,,,,,,,,,,,,,,,,,nonMatrisome
1585,1586,Q92791,Synaptonemal complex protein SC65,LEPREL4,,20.984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonMatrisome
1586,1587,O95202,"LETM1 and EF-hand domain-containing protein 1, mitochondrial",LETM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.2539,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonMatrisome
1587,1588,P09382,Galectin-1,LGALS1,30.906,31.285999999999998,27.2111,30.8056,26.8039,27.2638,23.8095,26.5029,,26.4629,25.4727,27.8191,29.4692,27.5998,28.3929,27.2096,,26.6748,26.9538,27.5576,25.9455,27.7308,30.2826,27.8348,27.4221,27.823,26.8404,,24.4767,25.0101,23.2511,,,29.7575,28.678,,29.7986,27.2296,,27.7159,28.0423,,24.4812,28.263,26.5379,28.6319,25.7828,30.4792,,,,,,,,29.1247,29.4797,28.7889,26.7149,26.8671,26.7747,26.9606,26.9891,27.8086,28.4102,27.7696,NABA_ECM_AFFILIATED
1588,1589,P17931,Galectin-3,LGALS3,27.7197,28.2507,27.1733,28.9511,26.66,26.6424,25.4265,26.6536,,25.9783,25.4877,26.6388,26.7516,28.4095,28.3502,29.6345,27.4589,28.8163,26.8943,28.6673,29.115,30.3877,28.0328,26.5588,26.6288,26.2975,26.5761,27.7655,25.9974,23.9104,25.959,26.5631,25.9328,27.6707,27.6437,,28.633000000000003,27.5534,26.9971,29.0035,28.752,28.7631,28.9414,29.1237,27.6564,25.8116,27.2148,27.9758,27.5376,28.0157,26.2315,27.7132,28.0079,27.1636,27.7869,25.3288,,,27.3885,25.8871,,28.0821,28.631,29.4756,28.6719,28.4121,NABA_ECM_AFFILIATED
1589,1590,Q08380,Galectin-3-binding protein,LGALS3BP,26.6209,27.0829,27.836,25.4091,30.1109,30.1437,28.1718,27.9126,27.4473,27.8394,29.8185,29.7715,25.2216,,24.684,24.1975,,,,,24.2826,25.7162,23.4785,24.3707,27.669,28.0633,,,30.4223,27.6701,31.2288,27.8194,31.4354,,24.7122,25.6186,,25.5726,,24.7193,24.6089,,,,27.3887,26.8995,27.9798,24.230999999999998,,,,,,,,25.1721,26.0684,,25.6817,,,,,,,,nonMatrisome
